identifier,title,creator,year,language,publisher,subjects,sets,types,rights
oai:www.e-rara.ch:4445469,Mährchen und Geschichten-Buch der Fee Chrysalinde : drollige Bilder für artige Kinder,"Kübler, Maria Susanna",1875,ger,Studer,,"['sikjm', 'book', 'collections', 'sikjmc', 'ch', 'ch19']","['Text', 'Book']",pdm
oai:www.e-rara.ch:4445531,Des Hauses Fluch und des Hauses Segen : ein Beitrag zur Begründung der öffentlichen Wohlfahrt und des Glückes der Familien,"Glaser, Johann Jakob",1845,ger,Huber und Comp. (Körber),,"['sikjm', 'book', 'collections', 'sikjmc', 'ch', 'ch19']","['Text', 'Book']",pdm
oai:www.e-rara.ch:4445677,Ferdinand Dulder : die Macht des Glaubens und der Liebe,"Tobler, Johann Georg",1821,ger,Sauerländer,,"['sikjm', 'book', 'collections', 'sikjmc', 'ch', 'ch19']","['Text', 'Book']",pdm
oai:www.e-rara.ch:4475841,Das  Reformations-Fest : Allernächst der christlichen Jugend der Stadt und des Kantons Zürich gewiedmet auf den Anfang des Secular-Jahres 1819,"Heß, Salomon",1819,ger,Bürkli,,"['sikjm', 'book', 'collections', 'sikjmc', 'ch', 'ch19']","['Text', 'Book']",pdm
oai:www.e-rara.ch:4485210,"Deutsches Namenbüchlein für die Christliche Jugend der Schulen zu Basel : Auf das neue verbessert, und in leichtere vollkommenere Sylben und Wörter gebracht",[s.n.],1800,ger,zu finden bey J. Heinrich von Mechel,,"['sikjm', 'book', 'collections', 'sikjmc', 'ch', 'ch19']","['Text', 'Book']",pdm
oai:www.e-rara.ch:4485235,"Randen-Blumen : etwas für Kinder, zunächst aus hiesiger Gegend, auf das Jahr 1831","Schalch, Johann Jakob",1831,ger,[zu haben bei Murbach und Gelzer],,"['sikjm', 'book', 'collections', 'sikjmc', 'ch', 'ch19']","['Text', 'Book']",pdm
oai:www.e-rara.ch:4485293,Die  verständige Thierwelt : eine Sammlung von Anekdoten zur Belehrung und Unterhaltung der Jugend : mit vier Kupfern,[s.n.],1836,ger,bey Ziegler und Söhnen,,"['sikjm', 'book', 'collections', 'sikjmc', 'ch', 'ch19']","['Text', 'Book']",pdm
oai:www.e-rara.ch:4485480,"Kalender für die Jugend und ihre Freunde, auf das Jahr 1843","Reithard, Johann Jakob",1842,ger,Tribelhorn,,"['sikjm', 'book', 'collections', 'sikjmc', 'ch', 'ch19']","['Text', 'Book']",pdm
oai:www.e-rara.ch:4507898,Die  Thauperle als Gleichniss eines kindlichen Gemüthes : einer guten Mutter von 6 liebenswürdigen Kindern und seinen ehemaligen lieben Zöglingen am katholischen Institute St. Gallens geweiht,"Höfliger, Joseph",1835,ger,Wegelin und Wartmann,,"['sikjm', 'book', 'collections', 'sikjmc', 'ch', 'ch19']","['Text', 'Book']",pdm
oai:www.e-rara.ch:4556831,A.B.C. ou Instruction des chrétiens,[s.n.],1817,fre,Frères Blanchard,,"['sikjm', 'book', 'collections', 'sikjmc', 'ch', 'ch19']","['Text', 'Book']",pdm
oai:www.e-rara.ch:4557037,Les  vignettes parlantes,"Malan, César",1841,fre,Société du bon dépôt,,"['sikjm', 'book', 'collections', 'sikjmc', 'ch', 'ch19']","['Text', 'Book']",pdm
oai:www.e-rara.ch:4557175,Der  kleine Mädchenfreund : für fleissige Kinder,[s.n.],1860,ger,Müller-Schmid,,"['sikjm', 'book', 'collections', 'sikjmc', 'ch', 'ch19']","['Text', 'Book']",pdm
oai:www.e-rara.ch:4557849,Volks- und Jugendschriften,[s.n.],"['1839', '9999']",ger,"['Verlag der Antiquariats-Buchhandlung zur Ilge', 'Verlag von Scheitlin und Zollikofer']",,"['sikjm', 'book', 'collections', 'sikjmc', 'ch', 'ch19']","['Text', 'Book']",pdm
oai:www.e-rara.ch:4559623,Entwurf eines Systemes der geographischen Wissenschaften,"Fröbel, Julius",1836,ger,bei Orell Füssli und Compagnie,"['GEOGRAFIE', 'GEOLOGIE + REGIONAL GEOLOGIE + ERDWISSENSCHAFTEN']","['zut', 'book', 'collections', 'wihibe', 'ch', 'ch19', 'collections', 'profethz']","['Text', 'Book']",pdm
oai:www.e-rara.ch:4569983,Meister Peter oder des Weisen im Dorfe fassliche und lehrreiche Unterhaltungen über die Natur und ihre Wunder : herausgegeben zum Besten der wissbegierigen jungen Leute zu Stadt und Land,"Brard, Cyprien Prosper",1834,ger,"bei Orell, Füssli und Compagnie",,"['sikjm', 'book', 'collections', 'sikjmc', 'ch', 'ch19']","['Text', 'Book']",pdm
oai:www.e-rara.ch:4570112,Kleines Taschenbuch zur angenehmen Unterhaltung : Neujahrsgeschenk für die vaterländische Jugend,[s.n.],1802,ger,[Verlag nicht ermittelbar],,"['sikjm', 'book', 'collections', 'sikjmc', 'ch', 'ch19']","['Text', 'Book']",pdm
oai:www.e-rara.ch:4570249,Erbauliches Handbüchlein für Kinder,"Rambach, Johann Jacob",1851,ger,Schalch,,"['sikjm', 'book', 'collections', 'sikjmc', 'ch', 'ch19']","['Text', 'Book']",pdm
oai:www.e-rara.ch:4572480,Verzeichniss der Bibliothek des Schweizerischen Polytechnikums,Eidgenössisches Polytechnicum,1856,ger,Zürcher & Furrer,,"['zut', 'book', 'collections', 'wihibe', 'ch', 'ch19']","['Text', 'Book']",pdm
oai:www.e-rara.ch:4587663,"La  Suisse balnéaire et climatique : ses eaux minérales, bains, stations climatiques d'été et d'hiver, établissements hydrothérapiques, etc",[s.n.],1897,fre,Schmidt,"['HÖHENKUREN (THERAPIEN UND KUREN)', 'KLIMATHERAPIE + KLIMAKUREN', 'SCHWEIZ (MITTELEUROPA). SCHWEIZERISCHE EIDGENOSSENSCHAFT', 'WASSERKUREN + BADEKUREN (THERAPIEN UND KUREN)']","['zut', 'book', 'collections', 'wihibe', 'ch', 'ch19']","['Text', 'Book']",pdm
oai:www.e-rara.ch:4596850,"Bruno's Gleichnisse oder Der fromme Bauer, wie er bei jeder Arbeit und Gelegenheit seine Kinder und Hausgenossen in der Religion unterrichtet und zur Tugend ermuntert",[s.n.],1836,ger,in der Buchdruckerei des Berichthauses,,"['sikjm', 'book', 'collections', 'sikjmc', 'ch', 'ch19']","['Text', 'Book']",pdm
oai:www.e-rara.ch:4607504,"Ueber Vaterland und Verbreitung der nützlichsten Nahrungspflanzen, und geschichtlicher Ueberblick des schweizerischen Landbaues : zwei Vorträge gehalten zu Zürich und Winterthur","Heer, Oswald",1847,ger,bei Zürcher und Furrer,,"['zut', 'book', 'collections', 'wihibe', 'ch', 'ch19', 'collections', 'profethz']","['Text', 'Book']",pdm
oai:www.e-rara.ch:4709578,Verzeichniss aller auf der Stadt-Bibliothek in Bern vorhandenen gedruckten Werke,"Tscharner, Friedrich","['1811', '1856']",ger,gedruckt bey Ludwig Albrecht Haller,,"['bes_1', 'book', 'collections', 'bernensia', 'ch', 'ch19']","['Text', 'Book']",pdm
oai:www.e-rara.ch:4816036,Briefmuster zur Nachbildung für die obern Klassen der Primarschulen,[s.n.],1854,ger,Buchdruckerei von J.U. Zwingli,Deutschunterricht,"['sikjm', 'book', 'collections', 'sikjmc', 'ch', 'ch19']","['Text', 'Book']",pdm
oai:www.e-rara.ch:4816077,Rudi : eine Erzählung,"Gründler, Adele",1897,ger,Christliche Vereinsbuchhandlung (E. C. Schmidtmann),,"['sikjm', 'book', 'collections', 'sikjmc', 'ch', 'ch19']","['Text', 'Book']",pdm
oai:www.e-rara.ch:4816174,Conseils aux jeunes filles : ouvrage,"Campan, Jeanne Louise Henriette",1838,fre,Corbaz,,"['sikjm', 'book', 'collections', 'sikjmc', 'ch', 'ch19']","['Text', 'Book']",pdm
oai:www.e-rara.ch:4824107,"Le  livre de famille, ou, Journal des enfans : contenant des historiettes morales et amusantes, mélèes [!] d'entretiens instructifs sur tous les objets qui les frappent journellement dans la nature et dans la société","Berquin, Arnaud",1802,fre,"chez Orell, Fuesli et Compagnie",,"['sikjm', 'book', 'collections', 'sikjmc', 'ch', 'ch19']","['Text', 'Book']",pdm
oai:www.e-rara.ch:4824412,Der  Weihnachtsmarkt : eine Erzählung,"Blankenstein, Amanda M.",1899,ger,Verlag von C.F. Spittler,,"['sikjm', 'book', 'collections', 'sikjmc', 'ch', 'ch19']","['Text', 'Book']",pdm
oai:www.e-rara.ch:4824464,De  Gast : Lustspiel in 2 Akten : für die Jugend bestimmt,"Corrodi, August",1885,ger,Verlag von Caesar Schmidt,,"['sikjm', 'book', 'collections', 'sikjmc', 'ch', 'ch19']","['Text', 'Book']",pdm
oai:www.e-rara.ch:4825129,Kinderfreuden und Kinderleiden : Weihnachtsgabe in Erzählungen für die Jugend,"Künzly, Henriette",1862,ger,Verlag von H.R. Sauerländer,,"['sikjm', 'book', 'collections', 'sikjmc', 'ch', 'ch19']","['Text', 'Book']",pdm
oai:www.e-rara.ch:4825379,L' histoire du Moyen âge racontée aux enfants,"Lamé Fleury, Jules Raymond",1847,fre,au dépot bibliograhique de Jaques Chantrens,,"['sikjm', 'book', 'collections', 'sikjmc', 'ch', 'ch19']","['Text', 'Book']",pdm
oai:www.e-rara.ch:4825625,Kurze Erzählungen aus der Schweizergeschichte : ein Lesebüchlein für Kinder in Schule und Haus,"Meyer, Johann H.",1839,ger,Druck und Verlag von Nikolaus Kappler,,"['sikjm', 'book', 'collections', 'sikjmc', 'ch', 'ch19']","['Text', 'Book']",pdm
oai:www.e-rara.ch:4825710,Erholungen für Christenkinder,"Scheler, Siegmund",1826,ger,zu haben bei dem Verfasser,,"['sikjm', 'journal', 'collections', 'sikjmc', 'ch', 'ch19']","['Text', 'Periodical']",pdm
oai:www.e-rara.ch:4835133,Allerlei : ein Buch für die Jugend,"Braun, Isabella",1871,ger,Verlag der Fr. Hurter'schen Buchhandlung,,"['sikjm', 'book', 'collections', 'sikjmc', 'ch', 'ch19']","['Text', 'Book']",pdm
oai:www.e-rara.ch:4835535,Le  Robinson neuchâtelois : esquisses neuchâteloises,"Diacon, Max",1895,fre,"['Schlachter', 'H. Messeiller']",,"['sikjm', 'book', 'collections', 'sikjmc', 'ch', 'ch19']","['Text', 'Book']",pdm
oai:www.e-rara.ch:4835994,Blätter zur Belehrung und Erbauung für Jünglinge edler Erziehung,"Hanhart, Rudolf",1824,ger,Steiner,,"['sikjm', 'book', 'collections', 'sikjmc', 'ch', 'ch19']","['Text', 'Book']",pdm
oai:www.e-rara.ch:4841369,Wanderjahre : ein Führer in Heimat und Fremde,"Bühler, Johann Laurenz",1872,ger,Haller'sche Verlagsbuchhandlung,,"['sikjm', 'book', 'collections', 'sikjmc', 'ch', 'ch19']","['Text', 'Book']",pdm
oai:www.e-rara.ch:4841443,"Der Rosenkranz, oder : das Leben eine Wanderung zur Ewigkeit : eine zeitgemässe Erzählung zur Befestigung religiöser und rechtlicher Gesinnungen : der reiferen Jugend und der gesammten edlen Lesewelt gewidmet ; mit einem Stahlstich","Ambach, Eduard von",1852,ger,Fr. Hurter'sche Buchhandlung,,"['sikjm', 'book', 'collections', 'sikjmc', 'ch', 'ch19']","['Text', 'Book']",pdm
oai:www.e-rara.ch:4841660,Kleine Erzählungen aus der Schweizergeschichte : ein Lesebuch für Kinder von 10 bis 14 Jahren,"Herzog, Heinrich",1855,ger,Druck und Verlag von F. G. Martin,,"['sikjm', 'book', 'collections', 'sikjmc', 'ch', 'ch19']","['Text', 'Book']",pdm
oai:www.e-rara.ch:4841799,Dramatische Kleinigkeiten für Schule und Haus,"Kuoni, Jakob","['1889', '1901']",ger,Verlag von Huber & Co. (E. Fehr),,"['sikjm', 'book', 'collections', 'sikjmc', 'ch', 'ch19']","['Text', 'Book']",pdm
oai:www.e-rara.ch:4842161,Das  Murmelthier : eine unterhaltende Erzählung für die liebe Jugend : mit einem illuminirten Kupfer,"Lang, Lorenz",1832,ger,zu haben in der Egli'schen Buchhandlung,,"['sikjm', 'book', 'collections', 'sikjmc', 'ch', 'ch19']","['Text', 'Book']",pdm
oai:www.e-rara.ch:4842368,Mährchen für die reifere weibliche Jugend von Maria,"Naumburg, B.",1841,ger,beim Herausgeber (Aussersihl Nro 115),,"['sikjm', 'book', 'collections', 'sikjmc', 'ch', 'ch19']","['Text', 'Book']",pdm
oai:www.e-rara.ch:4842571,Die  Sonntagskinder : eine Jugendschrift ; mit 5 Originalholzschnitten,"Lagerström, Angelika von",1853,ger,Druck und Verlag von E. Kiesling,,"['sikjm', 'book', 'collections', 'sikjmc', 'ch', 'ch19']","['Text', 'Book']",pdm
oai:www.e-rara.ch:4845585,Räthsel für kleine und grosse Leute,"Haller, Sophie",1881,ger,Druck und Verlag von B. F. Haller,,"['sikjm', 'book', 'collections', 'sikjmc', 'ch', 'ch19']","['Text', 'Book']",pdm
oai:www.e-rara.ch:4845763,Charakteristische Thierzeichnungen zur unterhaltenden Belehrung für Jung und Alt,"Meyer, Rudolph",1833,ger,"bey Orell, Füssli und Compagnie",,"['sikjm', 'book', 'collections', 'sikjmc', 'ch', 'ch19']","['Text', 'Book']",pdm
oai:www.e-rara.ch:4848087,Meyer's Bergstrassen durch Graubünden nach dem Langen- und Comer-See,"Meyer, Johann Jakob",1826,ger,J. J. Meyer,"['ABBILDUNGEN UND BILDWERKE (DOKUMENTENTYP)', 'KANTON GRAUBÜNDEN (SCHWEIZ)', 'PÄSSE (REGIONALE GEOGRAFIE)']","['zut', 'book', 'collections', 'wihibe', 'ch', 'ch19']","['Text', 'Book']",pdm
oai:www.e-rara.ch:4851703,Der  Abendstern oder: das schwarze Kreuz im Kalender : ein Familiengemälde : der reiferen Jugend und dem christlichen Volke gewidmet,"Ambach, Eduard von",1853,ger,Verlag der Fr. Hurter'schen Buchhandlung,,"['sikjm', 'book', 'collections', 'sikjmc', 'ch', 'ch19']","['Text', 'Book']",pdm
oai:www.e-rara.ch:4851880,"Die  höchst wunderbare erschreckliche und lehrreiche Geschichte eines Hamburger-Knaben, welcher unter das Meer versank, und auf eine einsame Insel verschlagen wurde, allwo er mit den Menschenfressern zu kämpfen hatte",[s.n.],183u,ger,"bei Orell, Füssli und Compagnie",,"['sikjm', 'book', 'collections', 'sikjmc', 'ch', 'ch19']","['Text', 'Book']",pdm
oai:www.e-rara.ch:4852111,"Büchlein gegen die Langeweile oder eine Sammlung ausgewählter Erzählungen, Gedichte, Miszellen und Räthsel zur Belehrung und Unterhaltung im Familienkreise",[s.n.],1879,ger,"Druck und Verlag des katholischen Büchervereins (Waisenanstalt ""Paradies"")",,"['sikjm', 'book', 'collections', 'sikjmc', 'ch', 'ch19']","['Text', 'Book']",pdm
oai:www.e-rara.ch:4852543,Christliche Vaterliebe und Sklavenleben in der Berberei : dokumentierte Erzählung,"Eichholzer, Abbate Andreas",1858,ger,Verlag der Fr. Hurter'schen Buchhandlung,,"['sikjm', 'book', 'collections', 'sikjmc', 'ch', 'ch19']","['Text', 'Book']",pdm
oai:www.e-rara.ch:4853002,Das  Leben Jesu für Kinder,"Feddersen, Jakob Friedrich",1810,ger,Friedrich Jakob Bek,,"['sikjm', 'book', 'collections', 'sikjmc', 'ch', 'ch19']","['Text', 'Book']",pdm
oai:www.e-rara.ch:4853164,Annelis Gärtlein : eine Erzählung,"Gerner, Marie",1893,ger,"Verlag von Jaeger & Kober, C. F. Spittlers Nachfolger",,"['sikjm', 'book', 'collections', 'sikjmc', 'ch', 'ch19']","['Text', 'Book']",pdm
oai:www.e-rara.ch:4853250,Christliche Religionslehre für die zartere Jugend,"Geßner, Georg",1820,ger,in der Steinerischen Buchhandlung,,"['sikjm', 'book', 'collections', 'sikjmc', 'ch', 'ch19']","['Text', 'Book']",pdm
oai:www.e-rara.ch:4853419,"Malerischer Jugendfreund : eine Reihe interessanter Erzählungen und Darstellungen aus dem Leben, zur Lehre und Erheiterung","Gutmann, Karl",1843,ger,bei Huber und Comp.,,"['sikjm', 'book', 'collections', 'sikjmc', 'ch', 'ch19']","['Text', 'Book']",pdm
oai:www.e-rara.ch:4853913,Zwei Erzählungen für die reife und überreife Jugend,"Hägele, Joseph Matthias",1858,ger,Verlag der Fr. Hurter'schen Buchhandlung,,"['sikjm', 'book', 'collections', 'sikjmc', 'ch', 'ch19']","['Text', 'Book']",pdm
oai:www.e-rara.ch:4854394,Die  Lieder der Jugend : für Schule und Haus,[s.n.],1841,ger,Druck und Verlag von Chr. Fischer,,"['sikjm', 'book', 'collections', 'sikjmc', 'ch', 'ch19']","['Text', 'Book']",pdm
oai:www.e-rara.ch:4861443,Unterhaltungen mit Serena : [moralischen Inhaltes],"Müller, Johann Georg","['1793', '1803']",ger,in der Steinerischen Buchhandlung,,"['sikjm', 'book', 'collections', 'sikjmc', 'ch', 'ch18', 'ch', 'ch19']","['Text', 'Book']",pdm
oai:www.e-rara.ch:4861870,Allerlei Gutes und Schönes für kleine Leute : Erzählungen für Kinder,"Lagerström, Angelika von",1853,ger,Kiesling,,"['sikjm', 'book', 'collections', 'sikjmc', 'ch', 'ch19']","['Text', 'Book']",pdm
oai:www.e-rara.ch:4862013,Biblische Erzählungen für die Jugend : Altes und Neues Testament,"Hess, Johann Jakob",1807,ger,"bey Orell, Füssli und Compagnie",,"['sikjm', 'book', 'collections', 'sikjmc', 'ch', 'ch19']","['Text', 'Book']",pdm
oai:www.e-rara.ch:4862530,Wunderwege im Kinderleben : Erzählungen für die Kinder : (mit zwei Bildern in Farbendruck),"Blankenstein, Amanda M.",1881,ger,Verlag von C.F. Spittler,,"['sikjm', 'book', 'collections', 'sikjmc', 'ch', 'ch19']","['Text', 'Book']",pdm
oai:www.e-rara.ch:4862752,"Il  giovinetto drizzato alla bontà, al sapere, all'industria","Cantù, Cesare",1865,ita,Tipolit. [Tipografia e Litografia] di Carlo Colombi,,"['sikjm', 'book', 'collections', 'sikjmc', 'ch', 'ch19']","['Text', 'Book']",pdm
oai:www.e-rara.ch:4862891,Ein  Jahr aus dem Kinderleben : mit vier Bildern,"Braun, Isabella",1865,ger,Fr. Hurter'sche Buchhandlung,,"['sikjm', 'book', 'collections', 'sikjmc', 'ch', 'ch19']","['Text', 'Book']",pdm
oai:www.e-rara.ch:4863375,Institutsbilder : oder,"Gsell-Fels, Luise",1867,ger,Scheitlin und Zollikofer,,"['sikjm', 'book', 'collections', 'sikjmc', 'ch', 'ch19']","['Text', 'Book']",pdm
oai:www.e-rara.ch:4863672,Kleines Taschenbuch zur Unterhaltung der Jugend : auf das Jahr Christi 1801 : mit Küpfergen,[s.n.],1801,ger,bey Joh. Heinrich Waser an der Marktgass,,"['sikjm', 'book', 'collections', 'sikjmc', 'ch', 'ch19']","['Text', 'Book']",pdm
oai:www.e-rara.ch:4863773,Moralische Erzählungen : ein Unterhaltungsbuch für die reifere Jugend : mit acht schönen Kupfern,[s.n.],1837,ger,Druck und Verlag von J.J. Christen,,"['sikjm', 'book', 'collections', 'sikjmc', 'ch', 'ch19']","['Text', 'Book']",pdm
oai:www.e-rara.ch:4864102,Marie et Florence a seize ans,"Tytler, Ann Fraser",1852,fre,"publié par Georges Bridel, éditeur",,"['sikjm', 'book', 'collections', 'sikjmc', 'ch', 'ch19']","['Text', 'Book']",pdm
oai:www.e-rara.ch:4864406,L' ami des enfants vaudois,"Chavannes, Herminie","['1842', '1844']",fre,au Dépôt bibliographique,,"['sikjm', 'book', 'collections', 'sikjmc', 'ch', 'ch19']","['Text', 'Book']",pdm
oai:www.e-rara.ch:4870874,"Gellerts geistliche Oden und Lieder : mit einer gemeinfasslichen Erklärung, worin der Sinn eines jeden Verses, wo möglich mit Worten der heiligen Schrift, dem christlichen Leser dargelegt wird : ein Gebet- und Erbauungsbuch für christliche Haushaltungen und die reifere Jugend, für jeden der Anleitung bedarf zu erneuertem Nachdenken über das, was er als Kind gelernt hat","Gellert, Christian Fürchtegott",1829,ger,"bey C.A. Jenni, Buchhändler",,"['sikjm', 'book', 'collections', 'sikjmc', 'ch', 'ch19']","['Text', 'Book']",pdm
oai:www.e-rara.ch:4871262,Moralische Erzählungen zur Veredlung des Herzens : ein Geschenk für die Jugend,"Häglsperger, Franz Seraph",1837,ger,"bei J. Egli, Buchhändler",,"['sikjm', 'book', 'collections', 'sikjmc', 'ch', 'ch19']","['Text', 'Book']",pdm
oai:www.e-rara.ch:4885001,Das  grosse Erdbeben von 1356 : eine Jugendschrift,"Burckhardt, Abel",1856,ger,Bahnmaier's Buchdruckerei ( E. Schultze),,"['sikjm', 'book', 'collections', 'sikjmc', 'ch', 'ch19']","['Text', 'Book']",pdm
oai:www.e-rara.ch:4885058,Geistliche Oden und Lieder,"Gellert, Christian Fürchtegott",1805,ger,"bey Ludwig Albrecht Haller, Buchdrucker",,"['sikjm', 'book', 'collections', 'sikjmc', 'ch', 'ch19']","['Text', 'Book']",pdm
oai:www.e-rara.ch:4922126,Bodmer's Tagebuch (1752 bis 1782),"Bodmer, Johann Jakob",1891,ger,[Höhr],,"['zuz', 'book', 'ch', 'ch19']","['Text', 'Book']",pdm
oai:www.e-rara.ch:4922164,Ueber das Alter : in Briefen an einen Freund,"Meister, Jacques-Henri",1810,ger,[s.n.],,"['zuz', 'book', 'ch', 'ch19']","['Text', 'Book']",pdm
oai:www.e-rara.ch:4922531,"L' ami des enfans et des adolescens : ouvrage aussi instructif qu'agréable, accompagné de l'explication des mots et des phrases les plus difficiles en faveur de la jeunesse allemande","Berquin, Arnaud",1841,fre,chez Huber et Comp.,,"['sikjm', 'book', 'collections', 'sikjmc', 'ch', 'ch19']","['Text', 'Book']",pdm
oai:www.e-rara.ch:4923004,Historischer Tugendspiegel oder Beispiele des Guten : zur Unterhaltung und Belehrung für die Jugend ; mit zwei Abbildungen,"Berger, Karl",1847,ger,"Verlag von Frd. Däniker, Antiquar und Leihbibliothekar",,"['sikjm', 'book', 'collections', 'sikjmc', 'ch', 'ch19']","['Text', 'Book']",pdm
oai:www.e-rara.ch:4923182,Lichtblicke im Kinderleben : vier Erzählungen,"Blankenstein, Amanda M.",1881,ger,C.F. Spittler,,"['sikjm', 'book', 'collections', 'sikjmc', 'ch', 'ch19']","['Text', 'Book']",pdm
oai:www.e-rara.ch:4923378,Für niemand etwas! : eine Erzählung für jedermann,Brenda,1896,ger,"Verlag von Jaeger & Kober, C.F. Spittlers Nachfolger",,"['sikjm', 'book', 'collections', 'sikjmc', 'ch', 'ch19']","['Text', 'Book']",pdm
oai:www.e-rara.ch:4923520,Ein  Buch ohne Titel : aber für Kinder von sieben bis siebenmal sieben Jahren,"Corrodi, August",1855,ger,Verlag von Iwan Tschudi (Scheitlin und Zollikofer),,"['sikjm', 'book', 'collections', 'sikjmc', 'ch', 'ch19']","['Text', 'Book']",pdm
oai:www.e-rara.ch:4923715,Cours méthodique et raisonné de sphère,"Develey, Issac Emmanuel Louis",1837,fre,"chez Benjamin Corbaz, libraire, au dépot bibliographique",,"['sikjm', 'book', 'collections', 'sikjmc', 'ch', 'ch19']","['Text', 'Book']",pdm
oai:www.e-rara.ch:4924042,"Interessante Züge aus dem Jugendleben berühmter Künstler, Gelehrten, Kraftgenies, und anderer merkwürdiger Personen : Zur Nacheiferung für die heranreifende Jugend ...","Franz, Johann Friedrich",1827,ger,Sauerländer,,"['sikjm', 'book', 'collections', 'sikjmc', 'ch', 'ch19']","['Text', 'Book']",pdm
oai:www.e-rara.ch:4924408,Der  frohe Schüler : eine Sammlung geeigneter Spiele und Gesänge zur Beförderung unschuldiger Erholungen in Familie und Schule : mit besonderer Rücksicht auf Jugendfeste,"Sigrist, Georg",1840,ger,im Cantonal-Schulbücher-Verlage,,"['sikjm', 'book', 'collections', 'sikjmc', 'ch', 'ch19']","['Text', 'Book']",pdm
