identifier,title,creator,year,language,publisher,subjects,sets,types,rights
oai:www.e-rara.ch:6526408,Carte des Cantons Thurgau,"Sulzberger, Johann Jakob",1838,ger,bey Heinr. Fuessli & Co.,"['ALTE KARTEN (VOR 1850)', 'KANTON THURGAU (SCHWEIZ)', 'ÜBERSICHTSKARTEN']","['zut', 'cartographic', 'collections', 'ch', 'ch19']","['Image', 'Map']",pdm
oai:www.e-rara.ch:6526415,Historisch-geographisch-statistisches Gemälde der Schweiz / Canton Unterwalden,"Bruder, Carl",1836,ger,[Huber],"['ALTE KARTEN (VOR 1850)', 'PHYSIOGEOGRAFISCHE KARTEN', 'TOPOGRAPHISCHE KARTEN', 'UNTERWALDEN (SCHWEIZ)', 'ÜBERSICHTSKARTEN']","['zut', 'cartographic', 'collections', 'ch', 'ch19']","['Image', 'Map']",pdm
oai:www.e-rara.ch:6526543,"Karte der centralen Schweiz : bearbeitet nach eidgen. Vermessungen, Müllers Basrelief, Weiss etc. etc","Leuzinger, Rudolf",1850,ger,bei Heinrich Fuessli u. Comp.,"['TOPOGRAPHISCHE KARTEN', 'ZENTRALSCHWEIZ']","['zut', 'cartographic', 'collections', 'ch', 'ch19']","['Image', 'Map']",pdm
oai:www.e-rara.ch:6526553,Eisenbahnkarte der Schweiz : = Carte des chemins de fer de la Suisse,"Leuzinger, Rudolf","['1880', '1900']",ger,J.A. Preuss,"['EISENBAHNKARTEN', 'SCHWEIZ (MITTELEUROPA). SCHWEIZERISCHE EIDGENOSSENSCHAFT']","['zut', 'cartographic', 'collections', 'ch', 'ch19']","['Image', 'Map']",pdm
oai:www.e-rara.ch:6526558,Switzerland : [railway map] = Schweiz,[s.n.],1888,eng,"Topogr. Anst. v. Wurster, Randegger","['EISENBAHNKARTEN', 'SCHWEIZ (MITTELEUROPA). SCHWEIZERISCHE EIDGENOSSENSCHAFT']","['zut', 'cartographic', 'collections', 'ch', 'ch19']","['Image', 'Map']",pdm
oai:www.e-rara.ch:6526563,Eisenbahnkarte der Schweiz : = Carte des chemins de fer de la Suisse,[s.n.],1889,ger,"Topogr. Anstalt v. Wurster, Randegger & Co.","['Eisenbahn', 'EISENBAHNKARTEN', 'EISENBAHNLINIEN (EISENBAHNVERKEHR)', 'SCHWEIZ (MITTELEUROPA). SCHWEIZERISCHE EIDGENOSSENSCHAFT']","['zut', 'cartographic', 'collections', 'ch', 'ch19']","['Image', 'Map']",pdm
oai:www.e-rara.ch:6526568,Officielle Eisenbahnkarte der Schweiz : = Carte officielle des chemins de fer de la Suisse,Schweiz,1898,ger,Kümmerly & Frey,"['Eisenbahn', 'EISENBAHNKARTEN', 'SCHWEIZ (MITTELEUROPA). SCHWEIZERISCHE EIDGENOSSENSCHAFT']","['zut', 'cartographic', 'collections', 'ch', 'ch19']","['Image', 'Map']",pdm
oai:www.e-rara.ch:6526575,Der  Rigi-Berg und seine Umgebungen,"Wenng, Gustav",1840,ger,[Fuessli & Comp.?],"['PANORAMENKARTEN', 'RIGI (SCHWYZER ALPEN)']","['zut', 'cartographic', 'collections', 'ch', 'ch19']","['Image', 'Map']",pdm
oai:www.e-rara.ch:6526580,Karte der Schweiz,"Groß, Rudolph",1851,ger,Ch. Beyel,"['SCHWEIZ (MITTELEUROPA). SCHWEIZERISCHE EIDGENOSSENSCHAFT', 'ÜBERSICHTSKARTEN']","['zut', 'cartographic', 'collections', 'ch', 'ch19']","['Image', 'Map']",pdm
oai:www.e-rara.ch:6527484,Das  Vaterunser,"Nägeli, Hans Georg",1812,ger,Nägeli,,"['zuz', 'notated_music', 'collections', 'ch', 'ch19']","['Other', 'Music Print']",pdm
oai:www.e-rara.ch:6538610,"Der  Lehrer im Walde : ein Lesebuch für schweizerische Landschulen, Landleute und Gemeindsverwalter, welche über die Waldungen zu gebieten haben","Kasthofer, Karl",1828,ger,bey Chr. Albr. Jenni,,"['zut', 'book', 'collections', 'wihibe', 'ch', 'ch19']","['Text', 'Book']",pdm
oai:www.e-rara.ch:6539610,Die  Einführung des Christenthums in den deutschen Landen,"Hiemer, Karl","['1857', '1861']",ger,Verlag der Fr. Hurter'schen Buchhandlung,,"['zuz', 'book', 'ch', 'ch19', 'collections', 'rheinau']","['Text', 'Book']",pdm
oai:www.e-rara.ch:6543845,Hans Konrad Gyger's Züricher-Cantons-Carte 1667,"Gyger, Hans Konrad","['1891', '1702']",ger,Hofer & Burger,"['ALTE KARTEN (VOR 1850)', 'KANTON ZÜRICH (SCHWEIZ)', '""1667""']","['zut', 'cartographic', 'collections', 'ch', 'ch19']","['Image', 'Map']",pdm
oai:www.e-rara.ch:6543917,Historischer Atlas der Schweiz : vom Jahre 1300 bis 1798,"Mandrot, Louis-Alphonse de",1855,ger,Deutsche Buchhandlung von J. Kessmann,"['GESCHICHTE', 'GESCHICHTSKARTEN', 'SCHWEIZ (MITTELEUROPA). SCHWEIZERISCHE EIDGENOSSENSCHAFT']","['zut', 'cartographic', 'collections', 'ch', 'ch19']","['Image', 'Map']",pdm
oai:www.e-rara.ch:6543932,Kleiner historischer Atlas des Kantons Zürich,"Beust, Friedrich von",1873,ger,Schabelitz'sche Buchhandlung (Cäsar Schmidt),"['GESCHICHTSKARTEN', 'KANTON ZÜRICH (SCHWEIZ)']","['zut', 'cartographic', 'collections', 'ch', 'ch19']","['Image', 'Map']",pdm
oai:www.e-rara.ch:6543946,Keller's Schul-Atlas über die ganze Erde,"Keller, Heinrich",1843,ger,Heinrich Keller,"['Erde', 'SCHULATLANTEN (DOKUMENTENTYP)', 'SCHWEIZ (MITTELEUROPA). SCHWEIZERISCHE EIDGENOSSENSCHAFT', 'WELT, ERDE (PHYSIOGEOGRAPHISCHE ORTE)']","['zut', 'cartographic', 'collections', 'ch', 'ch19']","['Image', 'Map']",pdm
oai:www.e-rara.ch:6546331,[Historischer Atlas der schweizerischen Geschichte] : entworfen von J. Steiner,"Steiner, J.",1894,ger,"Wurster, Randegger","['GESCHICHTSKARTEN', 'KARTEN ÜBER INDUSTRIE, GEWERBE, HANDWERK', 'SCHWEIZ (MITTELEUROPA). SCHWEIZERISCHE EIDGENOSSENSCHAFT', 'THEMATISCHE ATLANTEN', 'VERKEHRSKARTEN']","['zut', 'cartographic', 'ch', 'ch19', 'collections']","['Image', 'Map']",pdm
oai:www.e-rara.ch:6546834,Bericht über den Fresser in den Reben : aus den Preissschriften der Landleuten gezogen,[s.n.],18uu,ger,[s. n.],,"['zut', 'book', 'collections', 'wihibe', 'ch', 'ch19']","['Text', 'Book']",pdm
oai:www.e-rara.ch:6557122,Erinnerungen an die vier letzten Päbste und an Rom während ihrer Regierungszeit,"Wiseman, Nicholas Patrick",1858,ger,Verlag der Fr. Hurter'schen Buchhandlung,,"['zuz', 'book', 'collections', 'rheinau', 'ch', 'ch19']","['Text', 'Book']",pdm
oai:www.e-rara.ch:6557595,Friburgum Helvetiorum Nuythoniae : chronique fribourgeoise du dix-septième siècle,"Fuchs, Heinrich",1852,fre,chez J. Koch-Aibischer ...,,"['zuz', 'book', 'collections', 'rheinau', 'ch', 'ch19']","['Text', 'Book']",pdm
oai:www.e-rara.ch:6559369,Ankündigung eines Journals für schweizerische Landwirthschaft von Hofwyl,"Fellenberg, Philipp Emanuel von",1807,ger,[Verlag nicht ermittelbar],,"['zut', 'book', 'collections', 'wihibe', 'ch', 'ch19']","['Text', 'Book']",pdm
oai:www.e-rara.ch:6559421,Bemerkungen Berichtigungen und Zusätze zu den Briefen über die Fellenbergische Landwirthschaft zu Hofwyl ...,[s.n.],1808,ger,bei Heinrich Remigius Sauerländer,,"['zut', 'book', 'ch', 'ch19', 'collections', 'wihibe']","['Text', 'Book']",pdm
oai:www.e-rara.ch:6562474,Die  Lauinen der Schweizeralpen,"Coaz, Johann",1881,ger,J. Dalp'sche Buch- und Kunsthandlung,,"['zut', 'book', 'collections', 'wihibe', 'ch', 'ch19']","['Text', 'Book']",pdm
oai:www.e-rara.ch:6563821,Kurze populäre Anleitung zur Einsammlung und Aufbewahrung des Holzsamens ...,"Meister, Johann Ulrich",1845,ger,Verlag der Brodtmann'schen Buchhandlung,,"['zut', 'book', 'collections', 'wihibe', 'ch', 'ch19']","['Text', 'Book']",pdm
oai:www.e-rara.ch:6563834,"Ueber Torf, dessen Entstehung und Wiedererzeugung mit besonderer Berücksichtigung des Bezirkes Regensberg",Wäkerling,1839,ger,"bei Orell, Füssli und Compagnie",,"['zut', 'book', 'collections', 'wihibe', 'ch', 'ch19']","['Text', 'Book']",pdm
oai:www.e-rara.ch:6566569,Der  Pantheismus in den modernen Gesellschaften,"Maret, Henri Louis Charles",1842,ger,in der Hurter'schen Buchhandlung,,"['zuz', 'book', 'collections', 'rheinau', 'ch', 'ch19']","['Text', 'Book']",pdm
oai:www.e-rara.ch:6606015,Helden und Heldinnen des christlichen Glaubens und der christlichen Liebe aus dem Schweizerland : Versuch einer schweizerischen Kirchengeschichte in Lebensbildern,"Scherer-Boccard, Theodor",1857,ger,Verlag der Fr. Hurter'schen Buchhandlung,,"['zuz', 'book', 'ch', 'ch19', 'collections', 'rheinau']","['Text', 'Book']",pdm
oai:www.e-rara.ch:6606477,Geschichte des Lebens Jesu Christi : mit chronologischen und andern historischen Untersuchungen,"Friedlieb, Joseph Heinrich",1858,ger,Verlag der Fr. Hurter'schen Buchhandlung,,"['zuz', 'book', 'ch', 'ch19', 'collections', 'rheinau']","['Text', 'Book']",pdm
oai:www.e-rara.ch:6606856,"Rom : Erinnerungen aus dem Gebiete der Religion, Geschichte und Kunst während des französischen Feldzuges in den Jahre 1849 und 1850","La Rochère, Eugénie Dutheil de",1858,ger,Verlag der Fr. Hurter'schen Buchhandlung,,"['zuz', 'book', 'ch', 'ch19', 'collections', 'rheinau']","['Text', 'Book']",pdm
oai:www.e-rara.ch:6607305,Urkunden zur Geschichte des reorganisirten Bisthums Basel,[s.n.],1847,ger,Druck und Verlag von J.J. Christen,,"['zuz', 'book', 'ch', 'ch19', 'collections', 'rheinau']","['Text', 'Book']",pdm
oai:www.e-rara.ch:6607510,Der  Antistes Hurter von Schaffhausen und sogenannte Amtsbrüder,"Hurter, Friedrich von",1840,ger,Hurter'sche Buchhandlung,,"['zuz', 'book', 'collections', 'rheinau', 'ch', 'ch19']","['Text', 'Book']",pdm
oai:www.e-rara.ch:6607964,"Ausflug nach Wien und Presburg, im Sommer 1839","Hurter, Friedrich von",1840,ger,Hurter'sche Buchhandlung,,"['zuz', 'book', 'collections', 'rheinau', 'ch', 'ch19']","['Text', 'Book']",pdm
oai:www.e-rara.ch:6608790,Gast's Tagebuch,"Gast, Johann",1856,ger,Schweighauser'sche Verlags-Buchhandlung,,"['zuz', 'book', 'ch', 'ch19', 'collections', 'rheinau']","['Text', 'Book']",pdm
oai:www.e-rara.ch:6609236,Schweizerspiegel : drei Jahre unter der Bundesverfassung von 1848,"Baumgartner, Gallus Jakob",1851,ger,"Druck und Verlag von Orell, Füssli und Comp.",,"['zuz', 'book', 'ch', 'ch19', 'collections', 'rheinau']","['Text', 'Book']",pdm
oai:www.e-rara.ch:6618020,Anfangsgründe zum Landschaftszeichnen,"Follenweider, Johann Rudolf",1828,ger,[Verlag nicht ermittelbar],,"['bau_1', 'book', 'ch', 'ch19']","['Text', 'Book']",pdm
oai:www.e-rara.ch:6618118,Clichés-Katalog,"Benziger, Karl",1879,ger,Benziger,,"['bau_1', 'book', 'ch', 'ch19']","['Text', 'Book']",pdm
oai:www.e-rara.ch:6618493,Die  chirurgische Behandlung von Hirnkrankheiten,"Bergmann, Ernst von",1889,ger,Verlag von August Hirschwald,,"['bau_1', 'book', 'ch', 'ch19']","['Text', 'Book']",pdm
oai:www.e-rara.ch:6620754,"Religiöse Prophezeyungen eines grossen Schweizers Albrecht Hallers, vor hundert Jahren","Haller, Albrecht von",1840,ger,in der Hurter'schen Buchhandlung,,"['zuz', 'book', 'ch', 'ch19', 'collections', 'rheinau']","['Text', 'Book']",pdm
oai:www.e-rara.ch:6620839,Polemisch-apologetisches Theater in drei Akten mit einem Vorspiele und einem Nachspiele,"Riegler, Johann Georg",1839,ger,"[""Verlag von Lampart & Comp., vormals Veith und Rieger'sche Buchhandlung"", 'bei Gebrüder Räber']",,"['zuz', 'book', 'collections', 'rheinau', 'ch', 'ch19']","['Text', 'Book']",pdm
oai:www.e-rara.ch:6624651,Gattungen der Fliegen,"Schellenberg, Johann Rudolf",1803,ger,"bey Orell, Fuesli und Compagnie",,"['zut', 'book', 'collections', 'wihibe', 'ch', 'ch19']","['Text', 'Book']",pdm
oai:www.e-rara.ch:6639780,Das  Baugesetz für Ortschaften mit städtischen Verhältnissen,"Stüssi, Heinrich",1895,ger,Albert Müller's Verlag,,"['zut', 'book', 'collections', 'wihibe', 'ch', 'ch19']","['Text', 'Book']",pdm
oai:www.e-rara.ch:6643110,Gemeindewaldungen von Zofingen,"Basler, P.",1886,ger,Wurster & Randegger,"['WALDKARTEN', 'ZOFINGEN, ORT (KANTON AARGAU)']","['zut', 'cartographic', 'collections', 'ch', 'ch19']","['Image', 'Map']",pdm
oai:www.e-rara.ch:6652312,Die  Wassernoth im Emmenthal am 13. August 1837,"Gotthelf, Jeremias",1838,ger,Bei C. Langlois,,"['zuz', 'book', 'ch', 'ch19']","['Text', 'Book']",pdm
oai:www.e-rara.ch:6652993,Karte der St. Gotthard-Bahn in drei Blättern : nach dem endgültigen Eisenbahn-Tracé und im Auftrag der St. Gotthard-Direction reduzirt auf Dufours Karte der Schweiz,"Wurster, Randegger und Cie",1880,ger,C.F. Prell,"['EISENBAHNBAUKARTEN + STRASSENBAUKARTEN', 'GOTTHARDGRUPPE, GOTTHARDREGION (TESSINER ALPEN)']","['zut', 'cartographic', 'collections', 'ch', 'ch19']","['Image', 'Map']",pdm
oai:www.e-rara.ch:6653000,Jahrbuch des Schweizer Alpenclub / 4 Ansicht des Tinzenhorn's,"Müller, Johann",1868,ger,[Verlag der Expedition des Jahrbuches des S.A.C.],"['PANORAMENKARTEN', 'TINZENHORN (RHÄTISCHE ALPEN)']","['zut', 'cartographic', 'collections', 'ch', 'ch19']","['Image', 'Map']",pdm
oai:www.e-rara.ch:6653005,"Jahrbuch des Schweizer Alpenclub / 4 Panorama vom Col du Mont Rouge, zwischen Heremence und Bagnes","Studer, Gottlieb",1868,ger,[Verlag der Expedition des Jahrbuches des S.A.C.],"['COL DU MONT ROUGE (WALLISER ALPEN)', 'PANORAMENKARTEN']","['zut', 'cartographic', 'collections', 'ch', 'ch19']","['Image', 'Map']",pdm
oai:www.e-rara.ch:6653010,"Panorama vom Monte Rosa : vollständige Rundsicht von der Dufourspitze (4638 m), dem höchsten Gipfel der Schweizeralpen","Imfeld, Xaver",1880,ger,Wurster & Comp. Komm.,"['MONTE ROSA-MASSIV (WALLISER ALPEN)', 'PANORAMENKARTEN']","['zut', 'cartographic', 'collections', 'ch', 'ch19']","['Image', 'Map']",pdm
oai:www.e-rara.ch:6653017,Panorama du Versant Nord de la Vallée du Rhône et du Léman (Plateau sub-alpin et Préalpes vaudoises),"Schardt, Hans",1893,fre,[Emile Schlesinger],"['GENFER SEE (SCHWEIZ/FRANKREICH)', 'MONTREUX (CANTON DE VAUD)', 'PANORAMENKARTEN', 'WAADTLÄNDER VORALPEN (BERNER ALPEN)', 'WALLISER RHONETAL']","['zut', 'cartographic', 'collections', 'ch', 'ch19']","['Image', 'Map']",pdm
oai:www.e-rara.ch:6653023,"Jahrbuch des Schweizer Alpenclub / 18 Panorama vom Eggishorn, 2934 m. über Meer","Imfeld, Xaver",1883,ger,[Verlag der Expedition des Jahrbuches des S.A.C.],"['ALETSCH-GEBIET (KANTON WALLIS)', 'ALETSCH-GLETSCHER (BERNER ALPEN)', 'EGGISHORN (BERNER ALPEN)', 'PANORAMENKARTEN']","['zut', 'cartographic', 'collections', 'ch', 'ch19']","['Image', 'Map']",pdm
oai:www.e-rara.ch:6653029,"Jahrbuch des Schweizer Alpenclub / 4 Aussicht vom Rinderhorn, 10670'","Studer, Gottlieb",1868,ger,[Verlag der Expedition des Jahrbuches des S.A.C.],"['BALMHORN-GRUPPE (BERNER ALPEN)', 'PANORAMENKARTEN', 'WALLISER ALPEN (WESTALPEN)']","['zut', 'cartographic', 'collections', 'ch', 'ch19']","['Image', 'Map']",pdm
oai:www.e-rara.ch:6663757,Die  Geschichte des Schweizervolkes,"Daguet, Alexandre","['1858', '1859']",ger,Kaiser,,"['zuz', 'book', 'ch', 'ch19', 'collections', 'rheinau']","['Text', 'Book']",pdm
oai:www.e-rara.ch:6664549,Die  wahren Ursachen und die einzig wirksamen Abhülfsmittel der allgemeinen Verarmung und Verdienstlosigkeit,"Haller, Carl Ludwig von",1850,ger,Hurter,,"['zuz', 'book', 'ch', 'ch19', 'collections', 'rheinau']","['Text', 'Book']",pdm
oai:www.e-rara.ch:6664672,"Die  Bestrafung des katholischen Pfarrers Zell in Würtemberg wegen Verdacht, die Benediction einer gemischten Ehe verweigert zu haben",[s.n.],1842,ger,Hurter'sche Buchhandlung,,"['zuz', 'book', 'ch', 'ch19', 'collections', 'rheinau']","['Text', 'Book']",pdm
oai:www.e-rara.ch:6664709,"Gutachten, betreffend die Uebergabe der höhern Lehranstalt des Kantons Luzern an die Gesellschaft Jesu","Kaufmann, Melchior",1842,ger,gedruckt bei Gebrüdern Räber,,"['zuz', 'book', 'ch', 'ch19']","['Text', 'Book']",pdm
oai:www.e-rara.ch:6664730,Betrachtungen über die neuesten Angriffe auf die Ehre der katholischen Kirche : eine Epistel an Herrn Generalsuperintendenten Röhr zu Weimar und Herrn Hofprediger Zimmermann zu Darmstadt,"Lüft, Johann Baptist",1839,ger,Hurter'sche Buchhandlung,,"['zuz', 'book', 'ch', 'ch19', 'collections', 'rheinau']","['Text', 'Book']",pdm
oai:www.e-rara.ch:6664829,"Verhandlungen des thurgauischen Grossen Rathes über die Aargauer-Angelegenheit behufs einer Gesandtschafts-Instruction an die hohe Tagsatzung, in seiner Sitzung vom 4. März 1841",[s.n.],1841,ger,gedruckt bei Ch. Beyel,,"['zuz', 'book', 'ch', 'ch19', 'collections', 'rheinau']","['Text', 'Book']",pdm
oai:www.e-rara.ch:6664898,"Anrede an die Mitglieder des h. Erziehungsrathes, an die Professoren und Studierenden am Lyceum und Gymnasium zu Lucern am Schlusse des Jahr 1842 in der Xaverianischen Kirche","Widmer, Joseph",1842,ger,gedruckt bei Gebrüdern Räber,,"['zuz', 'book', 'ch', 'ch19', 'collections', 'rheinau']","['Text', 'Book']",pdm
oai:www.e-rara.ch:6664927,Ein  Wort über konfessionelle Trennung im Kanton Aargau,[s.n.],1840,ger,gedruckt bei Gebrüdern Räber,,"['zuz', 'book', 'ch', 'ch19', 'collections', 'rheinau']","['Text', 'Book']",pdm
oai:www.e-rara.ch:6664948,Gutachten der Commission für Gymnasium und Lyceum über die höhere Lehranstalt zu Lucern und die beantragte Einführung der Jesuiten an derselben,"Kopp, Joseph Eutychius",1842,ger,gedruckt bei Gebrüdern Räber,,"['zuz', 'book', 'ch', 'ch19', 'collections', 'rheinau']","['Text', 'Book']",pdm
oai:www.e-rara.ch:6664973,Die  Rettung des Vaterlandes aus den Stürmen den Gegenwart : Predigt gehalten im Grossmünster am 17. Jan. 1841,"Schweizer, Alexander",1841,ger,"gedruckt bei Zürcher und Furrer, in Kommission bei S. Höhr",,"['zuz', 'book', 'collections', 'rheinau', 'ch', 'ch19']","['Text', 'Book']",pdm
oai:www.e-rara.ch:6665002,"Kurze Skizze der Verdienste des hochwürdigen Herrn Antistes und Dekanus Dr. Friedrich Hurter, besonders um die evangelisch reformirte Kirche des Kantons Schaffhausen, nebst Widerlegung einer Verdächtigung","Bürgi, Johann Jakob",1840,ger,Hurter'sche Buchhandlung,,"['zuz', 'book', 'ch', 'ch19', 'collections', 'rheinau']","['Text', 'Book']",pdm
oai:www.e-rara.ch:6665039,"Erklärung der Gebrüder Franz Hurter und Ch.G. Hurter V.D.M. zur Beleuchtung der ""Aktenstücke"" etc","Hurter, Franz",1841,ger,in der Hurter'schen Buchhandlung,,"['zuz', 'book', 'ch', 'ch19', 'collections', 'rheinau']","['Text', 'Book']",pdm
oai:www.e-rara.ch:6665056,Ein  Wort über Sogenannte und Verunglimpfte : zur Würdigung von Jedermann,"Joos, Bernhard",1840,ger,Brodtmann'sche Buchhandlung,,"['zuz', 'book', 'ch', 'ch19', 'collections', 'rheinau']","['Text', 'Book']",pdm
oai:www.e-rara.ch:6665079,"Vortrag, das Entlassungbegehren des Hrn. Antistes Hurter betreffend : gehalten im Grossen Rath zu Schaffhausen, den 31. März 1841","Joos, Bernhard",1841,ger,Hurter'sche Buchhandlung,,"['zuz', 'book', 'ch', 'ch19', 'collections', 'rheinau']","['Text', 'Book']",pdm
oai:www.e-rara.ch:6665104,Reden an das Volk des Kantons Zürich,"Rohmer, Friedrich",1842,ger,Druck und Verlag von Ch. Beyel,,"['zuz', 'book', 'ch', 'ch19', 'collections', 'rheinau']","['Text', 'Book']",pdm
oai:www.e-rara.ch:6665133,Die  Maiwahlen [im Kanton Zürich] und der Radikalismus,[s.n.],1842,ger,"Orell, Füssli und Comp.",,"['zuz', 'book', 'ch', 'ch19', 'collections', 'rheinau']","['Text', 'Book']",pdm
oai:www.e-rara.ch:6665154,Papst Pius' IX. Fahrt nach Gaeta,"Spaur, Therese",1852,ger,Hurter'sche Buchhandlung,,"['zuz', 'book', 'ch', 'ch19', 'collections', 'rheinau']","['Text', 'Book']",pdm
oai:www.e-rara.ch:6665235,"Der  Tag ze Zürych am yngenden Meien 1351 : drey Brieff des Jungkher Hannes von Moos von Luzern am syne Frow Muotter, sampt etzlichen Uszügen us der geschrybenen Hand- und Huschronik des Jungkher Jacob Schwarzmurer, älter, zum Kiel in Zürych : oder: Grundliche Bschrybung, wie es bey der Eidleystung ze Zürych, am h. Walpurgistag, ergangen und uff was Wys der Pfundt der Statt Zürych mit den vier Ländern Uri, Schwyz, Unterwalden und Luzern entstanden","Reithard, Johann Jakob",1851,ger,Verlag von Meyer und Hanisch,,"['zuz', 'book', 'ch', 'ch19', 'collections', 'rheinau']","['Text', 'Book']",pdm
oai:www.e-rara.ch:6665335,Beitrag zur Kenntniss der radikalen Gerechtigkeitspflege : mit einem Blick auf den gegenwärtigen politischen Zustand der Schweiz,"Meyer, Bernhard von",1851,ger,Verlag der Hurter'schen Buchhandlung,,"['zuz', 'book', 'ch', 'ch19', 'collections', 'rheinau']","['Text', 'Book']",pdm
oai:www.e-rara.ch:6665494,Der  Papst als Fürst des Kirchenstaates : ein historisch-politischer Versuch,"Brandes, Karl",1849,ger,Druck und Verlag von Gebrüder Karl und Nikolaus Benziger,,"['zuz', 'book', 'ch', 'ch19', 'collections', 'rheinau']","['Text', 'Book']",pdm
oai:www.e-rara.ch:6665576,Zur Geschichte Wallensteins,"Hurter, Friedrich von",1855,ger,Hurter'sche Buchhandlung,,"['zuz', 'book', 'ch', 'ch19', 'collections', 'rheinau']","['Text', 'Book']",pdm
oai:www.e-rara.ch:6666001,"Der  schweizerische Jura : seine Gesteine, seine Bergketten, Thäler und Gewässer, Klima und Vegetation : mit 9 in den Text eingedruckten Profilen und 2 Tafeln","Siegfried, Johann Jacob",1851,ger,"Druck und Verlag von Orell, Füssli & Comp.",,"['zuz', 'book', 'ch', 'ch19', 'collections', 'rheinau']","['Text', 'Book']",pdm
oai:www.e-rara.ch:6666270,Die  Schweiz in ihren Kämpfen und Umgestaltungen von 1830 bis 1850,"Baumgartner, Gallus Jakob","['1853', '1866']",ger,Druck und Verlag von Friedrich Schulthess,,"['zuz', 'book', 'ch', 'ch19', 'collections', 'rheinau']","['Text', 'Book']",pdm
oai:www.e-rara.ch:6669962,Souvenir de Zermatt,"Imfeld, Xaver",1879,fre,J. Wurster & Cie.,"['MATTERHORN (WALLISER ALPEN)', 'MONTE ROSA-MASSIV (WALLISER ALPEN)', 'PANORAMENKARTEN']","['zut', 'cartographic', 'collections', 'ch', 'ch19']","['Image', 'Map']",pdm
oai:www.e-rara.ch:6669974,Panorama du Mont Righi,"Dickenmann, Rudolf",185u,fre,"R. Dikenmann, Peintre","['PANORAMENKARTEN', 'RIGI (SCHWYZER ALPEN)']","['zut', 'cartographic', 'collections', 'ch', 'ch19']","['Image', 'Map']",pdm
oai:www.e-rara.ch:6669980,Panorama vom Rigi Kulm : = Panorama du Rigi Koulm,[s.n.],1855,ger,Alphons Zimmermann,"['PANORAMENKARTEN', 'RIGI (SCHWYZER ALPEN)']","['zut', 'cartographic', 'collections', 'ch', 'ch19']","['Image', 'Map']",pdm
oai:www.e-rara.ch:6669988,Alpes Bernoises vues du Righi,"Keller, Heinrich",1873,fre,Heinrich Keller,"['BERNER ALPEN (WESTALPEN)', 'RIGI (SCHWYZER ALPEN)']","['zut', 'cartographic', 'collections', 'ch', 'ch19']","['Image', 'Map']",pdm
oai:www.e-rara.ch:6669995,Auf dem IV-Waldstätter-See : Gebirgs- & Ufer-Ansichten = Sur le Lac des IV cantons = On the Lake of Lucerne,"Keller, Heinrich",1880,ger,Keller,"['PANORAMENKARTEN', 'VIERWALDSTÄTTER-SEE (ZENTRALSCHWEIZ)']","['zut', 'cartographic', 'collections', 'ch', 'ch19']","['Image', 'Map']",pdm
oai:www.e-rara.ch:6670001,Panorama vom Gottschalkenberg,"Simon, Simon",1886,ger,Hofer & Burger,"['MENZINGEN (KANTON ZUG)', 'PANORAMENKARTEN', 'SÜDLICHER TEIL DES KANTONS ZÜRICH', 'ÄGERISEE (KANTON ZUG)']","['zut', 'cartographic', 'collections', 'ch', 'ch19']","['Image', 'Map']",pdm
oai:www.e-rara.ch:6670012,Jahrbuch des Schweizer Alpenclub / 3 Gruppe des Piz Linard : gezeichnet am Piz Mezzdi bei Lavin im Unter-Engadin,"Zeller-Horner, Heinrich",1866,ger,[Verlag der Expedition des Jahrbuches des S.A.C.],"['PANORAMENKARTEN', 'SILVRETTA-GRUPPE (RHÄTISCHE ALPEN)']","['zut', 'cartographic', 'collections', 'ch', 'ch19']","['Image', 'Map']",pdm
oai:www.e-rara.ch:6670017,"Panorama vom Piz Ot bei Samaden (Engadin.), 10002 Par.Fs : = Panorama du Piz Ot","Huber, Kaspar Ulrich",186u,ger,Bibliographisches Institut,"['BERNINA-GRUPPE (RHÄTISCHE ALPEN)', 'PANORAMENKARTEN', 'PIZ OT (RHÄTISCHE ALPEN)']","['zut', 'cartographic', 'collections', 'ch', 'ch19']","['Image', 'Map']",pdm
oai:www.e-rara.ch:6670023,Atlas de la Suisse : contenant une carte générale et dixhuit cartes détaillées / 2 Der  Canton Zürich : ; J.J. Scheurmann sc,"Scheuermann, Samuel Johann Jakob",1822,ger,Orell Füssli & Cp.,"['ALTE KARTEN (VOR 1850)', 'KANTON ZÜRICH (SCHWEIZ)', 'TOPOGRAPHISCHE KARTEN']","['zut', 'cartographic', 'collections', 'ch', 'ch19']","['Image', 'Map']",pdm
oai:www.e-rara.ch:6670028,Atlas de la Suisse : contenant une carte générale et dixhuit cartes détaillées / 1 General-Charte der Schweiz in XXII Cantone abgetheilt,"Scheuermann, Samuel Johann Jakob",1822,ger,"Orell, Füssli und Compagnie","['ALTE KARTEN (VOR 1850)', 'SCHWEIZ (MITTELEUROPA). SCHWEIZERISCHE EIDGENOSSENSCHAFT', 'ÜBERSICHTSKARTEN']","['zut', 'cartographic', 'collections', 'ch', 'ch19']","['Image', 'Map']",pdm
